label	patch	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	shooterShare	I4gap	failed
R e10.5/s14 5:1/3:1/3:2 c15-21-27 i8-7-5 R10.5 R11 H21 MS0.136 AI15 MS0.06 AI32 D0.3 TT54 BR2.8 AR4 ST1700 EC60 R14 CT56	engageRadius=10.5 leashRadius=11 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=56 phases=15-21-27|8-7-5|5:1/3:1/3:2	7	1	0	0		0.878	0.333	0.324	0.221	0	12.77	0.179		skilled 8/8;I2;I8
R e11.5/s15 5:1/2:1/1:1 c13-19-25 i9-8-5 R11.5 R10 H21 MS0.136 AI15 MS0.065 AI32 D0.3 TT60 BR2.4 AR4.5 ST1700 EC65 R15 CT62	engageRadius=11.5 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=60 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=15 eliteCooldownTicks=62 phases=13-19-25|9-8-5|5:1/2:1/1:1	8	4	2	4		0.546	0.220	0.226	0.100	0	10.41	0.231		I2;I3;I8;I10
R e12/s15.5 5:1/2:1/1:1 c13-19-25 i9-7-6 R12 R11 H20 MS0.14 AI15 MS0.055 AI28 D0.35 TT54 BR2 AR4.5 ST1800 EC60 R15.5 CT56	engageRadius=12 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=15.5 eliteCooldownTicks=56 phases=13-19-25|9-7-6|5:1/2:1/1:1	8	3	1	1		0.779	0.251	0.321	0.207	0	12.72	0.237		I3;I8
R e10.5/s13.5 5:1/2:1/3:2 c15-21-27 i8-7-5 R10.5 R9 H21 MS0.142 AI15 MS0.055 AI28 D0.35 TT60 BR2 AR4.5 ST1800 EC65 R13.5 CT62	engageRadius=10.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13.5 eliteCooldownTicks=62 phases=15-21-27|8-7-5|5:1/2:1/3:2	6	1	1	1		0.897	0.308	0.308	0.282	0	12.61	0.214		skilled 8/8;I2;I3;I8
R e12/s14.5 5:1/3:1/2:1 c13-19-25 i10-7-5 R12 R9.5 H21 MS0.136 AI14 MS0.055 AI32 D0.35 TT60 BR2.4 AR4 ST1800 EC55 R14.5 CT62	engageRadius=12 leashRadius=9.5 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=62 phases=13-19-25|10-7-5|5:1/3:1/2:1	8	3	2	2		0.728	0.170	0.293	0.265	0	11.31	0.181		I3;I8
R e11.5/s14 5:1/3:1/2:1 c14-20-26 i10-7-5 R11.5 R9 H22 MS0.138 AI15 MS0.065 AI28 D0.35 TT54 BR2.8 AR4.5 ST1800 EC60 R14 CT56	engageRadius=11.5 leashRadius=9 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=56 phases=14-20-26|10-7-5|5:1/3:1/2:1	7	4	2	2		0.802	0.160	0.296	0.347	0	10.91	0.192		skilled 8/8;I2;I3;I8
R e10.5/s13 5:1/2:1/3:2 c15-21-27 i8-7-5 R10.5 R11 H22 MS0.138 AI14 MS0.06 AI32 D0.3 TT48 BR2.4 AR4.5 ST1800 EC65 R13 CT50	engageRadius=10.5 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13 eliteCooldownTicks=50 phases=15-21-27|8-7-5|5:1/2:1/3:2	4	0	0	0		1.047	0.373	0.371	0.302	0	12.33	0.197		skilled 8/8;I2
R e11.5/s14.5 5:1/3:1/2:1 c13-19-25 i8-7-5 R11.5 R9 H21 MS0.142 AI16 MS0.06 AI28 D0.3 TT54 BR2.4 AR4.5 ST1700 EC55 R14.5 CT56	engageRadius=11.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=56 phases=13-19-25|8-7-5|5:1/3:1/2:1	7	3	2	1		0.791	0.259	0.309	0.224	0	12.87	0.211		skilled 8/8;I3;I8
R e11/s15 5:1/3:1/3:2 c15-21-27 i9-7-6 R11 R9.5 H20 MS0.14 AI15 MS0.06 AI28 D0.3 TT48 BR2.4 AR4.5 ST1800 EC60 R15 CT50	engageRadius=11 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=15 eliteCooldownTicks=50 phases=15-21-27|9-7-6|5:1/3:1/3:2	7	2	2	2		0.756	0.211	0.319	0.226	0	11.83	0.204		skilled 8/8;I3;I8
R e11/s14.5 5:1/3:1/2:1 c14-20-26 i9-7-5 R11 R9.5 H21 MS0.14 AI15 MS0.065 AI32 D0.35 TT54 BR2 AR4.5 ST1800 EC65 R14.5 CT56	engageRadius=11 leashRadius=9.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=14.5 eliteCooldownTicks=56 phases=14-20-26|9-7-5|5:1/3:1/2:1	7	3	2	2		0.791	0.232	0.304	0.255	0	11.60	0.197		skilled 8/8;I3;I8
R e11/s13.5 5:1/2:1/3:2 c13-19-25 i9-8-5 R11 R10.5 H21 MS0.14 AI15 MS0.055 AI30 D0.4 TT60 BR2 AR4.5 ST1700 EC55 R13.5 CT62	engageRadius=11 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.4 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=13.5 eliteCooldownTicks=62 phases=13-19-25|9-8-5|5:1/2:1/3:2	8	3	1	2		0.632	0.268	0.274	0.090	0	8.71	0.194		I2 windows;I3;I8
R e12/s15 5:1/2:1/3:2 c16-22-28 i9-7-5 R12 R9 H21 MS0.142 AI16 MS0.055 AI30 D0.35 TT48 BR2.4 AR4 ST1700 EC60 R15 CT50	engageRadius=12 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=15 eliteCooldownTicks=50 phases=16-22-28|9-7-5|5:1/2:1/3:2	8	3	2	2		0.639	0.187	0.272	0.180	0	12.18	0.234		I3;I8
R e12/s14.5 5:1/2:1/1:1 c13-19-25 i8-7-5 R12 R10.5 H21 MS0.14 AI15 MS0.055 AI32 D0.35 TT60 BR2.8 AR4.5 ST1800 EC60 R14.5 CT62	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=62 phases=13-19-25|8-7-5|5:1/2:1/1:1	8	1	0	0		0.858	0.319	0.308	0.231	0	13.42	0.224		I2;I8
R e11/s13.5 6:1/3:1/2:1 c14-20-26 i10-7-5 R11 R9.5 H22 MS0.142 AI14 MS0.06 AI30 D0.3 TT54 BR2 AR4.5 ST1800 EC55 R13.5 CT56	engageRadius=11 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.142 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=13.5 eliteCooldownTicks=56 phases=14-20-26|10-7-5|6:1/3:1/2:1	6	2	0	1		0.885	0.193	0.361	0.331	0	10.19	0.164		skilled 8/8;I2;I8
R e12/s15 6:1/3:1/2:1 c16-22-28 i10-7-5 R12 R9 H21 MS0.136 AI16 MS0.06 AI32 D0.4 TT54 BR2.4 AR4 ST1700 EC55 R15 CT56	engageRadius=12 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.4 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=15 eliteCooldownTicks=56 phases=16-22-28|10-7-5|6:1/3:1/2:1	8	5	4	4		0.538	0.147	0.267	0.124	0	10.47	0.186		I2;I3;I8;I10
R e10.5/s14.5 5:1/3:1/3:2 c14-20-26 i10-7-5 R10.5 R9 H22 MS0.142 AI16 MS0.055 AI28 D0.4 TT54 BR2.8 AR4 ST1800 EC55 R14.5 CT56	engageRadius=10.5 leashRadius=9 eliteHp=22 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=56 phases=14-20-26|10-7-5|5:1/3:1/3:2	7	3	2	2		0.786	0.154	0.275	0.358	0	11.75	0.206		skilled 8/8;I3;I8
R e11.5/s14.5 5:1/2:1/3:2 c15-21-27 i9-7-5 R11.5 R9.5 H20 MS0.136 AI14 MS0.06 AI32 D0.3 TT54 BR2.8 AR4 ST1700 EC60 R14.5 CT56	engageRadius=11.5 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=56 phases=15-21-27|9-7-5|5:1/2:1/3:2	8	3	2	2		0.725	0.225	0.324	0.176	0	11.66	0.215		I3;I8
R e10.5/s13 5:1/3:1/3:2 c14-20-26 i10-7-5 R10.5 R10 H22 MS0.136 AI15 MS0.065 AI32 D0.3 TT48 BR2 AR4 ST1700 EC60 R13 CT50	engageRadius=10.5 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=13 eliteCooldownTicks=50 phases=14-20-26|10-7-5|5:1/3:1/3:2	7	4	2	2		0.773	0.201	0.359	0.212	0	10.13	0.197		skilled 8/8;I3;I8
R e12/s15.5 5:1/3:1/2:1 c14-20-26 i9-7-5 R12 R9 H22 MS0.142 AI16 MS0.055 AI28 D0.4 TT60 BR2.4 AR4 ST1800 EC55 R15.5 CT62	engageRadius=12 leashRadius=9 eliteHp=22 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=60 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=15.5 eliteCooldownTicks=62 phases=14-20-26|9-7-5|5:1/3:1/2:1	8	3	3	2		0.774	0.195	0.285	0.294	0	13.25	0.216		I3;I8
R e11.5/s15 6:1/3:1/2:1 c16-22-28 i10-7-5 R11.5 R9 H21 MS0.136 AI16 MS0.06 AI28 D0.3 TT60 BR2.8 AR4.5 ST1800 EC55 R15 CT62	engageRadius=11.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=60 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=15 eliteCooldownTicks=62 phases=16-22-28|10-7-5|6:1/3:1/2:1	8	4	3	2		0.656	0.148	0.244	0.264	0	11.31	0.194		I3;I8
R e12/s15.5 5:1/3:1/3:2 c13-19-25 i9-7-5 R12 R10.5 H22 MS0.136 AI14 MS0.065 AI32 D0.35 TT60 BR2.4 AR4.5 ST1800 EC65 R15.5 CT62	engageRadius=12 leashRadius=10.5 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=15.5 eliteCooldownTicks=62 phases=13-19-25|9-7-5|5:1/3:1/3:2	7	3	0	0		0.881	0.229	0.348	0.304	0	12.73	0.202		skilled 8/8;I2;I8
R e11.5/s14.5 5:1/3:1/3:2 c15-21-27 i9-8-5 R11.5 R9 H21 MS0.138 AI15 MS0.055 AI32 D0.35 TT60 BR2 AR4 ST1800 EC55 R14.5 CT62	engageRadius=11.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=62 phases=15-21-27|9-8-5|5:1/3:1/3:2	8	5	2	2		0.540	0.198	0.186	0.156	0	9.93	0.192		I2;I3;I8
R e10.5/s13.5 5:1/2:1/1:1 c13-19-25 i9-8-5 R10.5 R9.5 H22 MS0.136 AI14 MS0.065 AI28 D0.4 TT48 BR2 AR4.5 ST1800 EC65 R13.5 CT50	engageRadius=10.5 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13.5 eliteCooldownTicks=50 phases=13-19-25|9-8-5|5:1/2:1/1:1	8	3	2	2		0.706	0.228	0.225	0.253	0	9.54	0.255		I3;I8
R e10.5/s13.5 5:1/2:1/1:1 c16-22-28 i9-7-5 R10.5 R9 H20 MS0.136 AI14 MS0.055 AI28 D0.35 TT54 BR2.8 AR4.5 ST1700 EC65 R13.5 CT56	engageRadius=10.5 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=13.5 eliteCooldownTicks=56 phases=16-22-28|9-7-5|5:1/2:1/1:1	8	2	2	2		0.658	0.217	0.311	0.129	0	10.36	0.232		I3;I8
R e11/s13.5 5:1/3:1/2:1 c14-20-26 i9-8-5 R11 R11 H22 MS0.138 AI16 MS0.065 AI28 D0.35 TT48 BR2 AR4 ST1800 EC60 R13.5 CT50	engageRadius=11 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=13.5 eliteCooldownTicks=50 phases=14-20-26|9-8-5|5:1/3:1/2:1	8	2	1	1		0.783	0.257	0.261	0.264	0	9.36	0.189		I3;I8
R e11/s14.5 5:1/3:1/2:1 c16-22-28 i9-7-6 R11 R9.5 H22 MS0.136 AI14 MS0.06 AI30 D0.3 TT48 BR2 AR4.5 ST1800 EC60 R14.5 CT50	engageRadius=11 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=50 phases=16-22-28|9-7-6|5:1/3:1/2:1	7	3	1	1		0.791	0.225	0.305	0.261	0	12.09	0.208		skilled 8/8;I3;I8
R e11/s14.5 6:1/3:1/2:1 c14-20-26 i9-8-5 R11 R9.5 H22 MS0.142 AI16 MS0.055 AI30 D0.3 TT48 BR2.8 AR4 ST1700 EC55 R14.5 CT50	engageRadius=11 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=50 phases=14-20-26|9-8-5|6:1/3:1/2:1	8	4	2	3		0.586	0.235	0.249	0.101	0	9.30	0.148		I3;I8;I10
R e11.5/s15.5 5:1/2:1/1:1 c15-21-27 i9-7-5 R11.5 R10.5 H21 MS0.142 AI16 MS0.055 AI32 D0.3 TT54 BR2.8 AR4.5 ST1700 EC65 R15.5 CT56	engageRadius=11.5 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=15.5 eliteCooldownTicks=56 phases=15-21-27|9-7-5|5:1/2:1/1:1	8	4	2	2		0.713	0.244	0.305	0.165	0	12.57	0.219		I3;I8
R e11.5/s14 5:1/3:1/2:1 c16-22-28 i8-7-5 R11.5 R10 H20 MS0.142 AI16 MS0.06 AI32 D0.35 TT60 BR2 AR4.5 ST1700 EC60 R14 CT62	engageRadius=11.5 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=62 phases=16-22-28|8-7-5|5:1/3:1/2:1	8	2	0	1		0.792	0.319	0.320	0.154	0	11.98	0.162		I8
R e12/s15.5 5:1/2:1/3:2 c14-20-26 i9-7-6 R12 R11 H20 MS0.136 AI14 MS0.06 AI30 D0.35 TT54 BR2.4 AR4 ST1700 EC55 R15.5 CT56	engageRadius=12 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=15.5 eliteCooldownTicks=56 phases=14-20-26|9-7-6|5:1/2:1/3:2	8	3	0	0		0.735	0.247	0.353	0.135	0	11.61	0.215		I8
R e11/s15 5:1/2:1/3:2 c15-21-27 i9-7-6 R11 R11 H22 MS0.142 AI16 MS0.06 AI32 D0.35 TT48 BR2.8 AR4.5 ST1700 EC55 R15 CT50	engageRadius=11 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=15 eliteCooldownTicks=50 phases=15-21-27|9-7-6|5:1/2:1/3:2	7	3	1	2		0.803	0.271	0.354	0.179	0	11.96	0.223		skilled 8/8;I2;I3;I8
R e12/s16 5:1/2:1/3:2 c16-22-28 i9-8-5 R12 R10.5 H20 MS0.142 AI14 MS0.065 AI32 D0.4 TT54 BR2.8 AR4.5 ST1800 EC55 R16 CT56	engageRadius=12 leashRadius=10.5 eliteHp=20 meleeMoveSpeed=0.142 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.4 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=16 eliteCooldownTicks=56 phases=16-22-28|9-8-5|5:1/2:1/3:2	8	3	2	2		0.732	0.259	0.250	0.223	0	11.06	0.201		I3;I8
R e10.5/s13 5:1/2:1/3:2 c15-21-27 i9-8-5 R10.5 R10 H21 MS0.138 AI14 MS0.065 AI32 D0.35 TT54 BR2.4 AR4.5 ST1800 EC65 R13 CT56	engageRadius=10.5 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13 eliteCooldownTicks=56 phases=15-21-27|9-8-5|5:1/2:1/3:2	7	2	0	1		0.787	0.263	0.234	0.291	0	9.64	0.210		skilled 8/8;I8
R e11.5/s14 5:1/3:1/3:2 c13-19-25 i9-7-6 R11.5 R9 H21 MS0.136 AI14 MS0.06 AI30 D0.35 TT48 BR2.8 AR4 ST1700 EC55 R14 CT50	engageRadius=11.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=14 eliteCooldownTicks=50 phases=13-19-25|9-7-6|5:1/3:1/3:2	7	3	1	2		0.687	0.216	0.293	0.179	0	10.51	0.176		skilled 8/8;I3;I8
R e12/s14.5 5:1/3:1/2:1 c13-19-25 i9-7-5 R12 R11 H22 MS0.138 AI16 MS0.06 AI28 D0.3 TT54 BR2.8 AR4 ST1800 EC65 R14.5 CT56	engageRadius=12 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=14.5 eliteCooldownTicks=56 phases=13-19-25|9-7-5|5:1/3:1/2:1	6	2	0	1		0.908	0.239	0.351	0.318	0	12.21	0.210		skilled 8/8;I2;I8
R e10.5/s14.5 6:1/3:1/2:1 c14-20-26 i10-7-5 R10.5 R11 H22 MS0.14 AI16 MS0.055 AI30 D0.3 TT60 BR2.4 AR4.5 ST1700 EC60 R14.5 CT62	engageRadius=10.5 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.14 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=60 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=62 phases=14-20-26|10-7-5|6:1/3:1/2:1	8	3	1	1		0.680	0.204	0.343	0.133	0	9.87	0.170		I3;I8
R e11/s14.5 6:1/3:1/2:1 c14-20-26 i8-7-5 R11 R9 H20 MS0.14 AI14 MS0.065 AI32 D0.3 TT54 BR2.4 AR4 ST1700 EC55 R14.5 CT56	engageRadius=11 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=56 phases=14-20-26|8-7-5|6:1/3:1/2:1	8	2	1	1		0.776	0.259	0.334	0.184	0	12.65	0.186		I3;I8
R e11.5/s15 5:1/3:1/2:1 c15-21-27 i10-7-5 R11.5 R11 H22 MS0.136 AI15 MS0.055 AI30 D0.35 TT54 BR2 AR4.5 ST1800 EC55 R15 CT56	engageRadius=11.5 leashRadius=11 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=15 eliteCooldownTicks=56 phases=15-21-27|10-7-5|5:1/3:1/2:1	5	4	0	1		0.915	0.200	0.359	0.357	0	12.21	0.179		skilled 8/8;I2;I8
R e12/s14.5 5:1/3:1/3:2 c13-19-25 i8-7-5 R12 R10.5 H21 MS0.142 AI15 MS0.06 AI32 D0.4 TT54 BR2.8 AR4 ST1700 EC60 R14.5 CT56	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.4 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=56 phases=13-19-25|8-7-5|5:1/3:1/3:2	7	1	0	0		0.854	0.323	0.355	0.176	0	12.43	0.169		skilled 8/8;I2;I8
