label	patch	stage	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	meanEnd	meanStanding	shooterShare	I4gap	campDone	campCleared	failed
S5 1:1/1:2/1:3 i8-7-6 ehp34.0 sd0.04	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-6|1:1/1:2/1:3}	5	3	0	1	1		0.994	0.229	0.314	0.451	0	19.18	2198	4.13	0.598				I2;I2 windows;I3
S5 1:1/1:2/1:3 i8-7-6 ehp34.0 sd0.05	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-6|1:1/1:2/1:3}	5	2	0	0	0		1.106	0.262	0.353	0.490	0	19.50	2205	2.75	0.660				I2;I2 windows
S5 1:1/1:2/1:3 i8-7-6 ehp37.0 sd0.04	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=37 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-6|1:1/1:2/1:3}	5	3	0	1	1		1.010	0.229	0.314	0.467	0	19.27	2211	4.00	0.601				I2;I2 windows;I3
S5 1:1/1:2/1:3 i8-7-6 ehp37.0 sd0.05	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.05 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=37 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-6|1:1/1:2/1:3}	5	2	0	0	0		1.118	0.262	0.353	0.503	0	19.55	2212	2.50	0.661				I2;I2 windows
S5 2:1/1:1/1:2 i9-8-6 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-6|2:1/1:1/1:2}	5	7	2	2	2		0.826	0.183	0.207	0.436	0	14.54	2151	7.63	0.489				I3;I8
S5 2:1/1:1/1:2 i9-8-6 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-6|2:1/1:1/1:2}	5	6	2	2	2		0.865	0.190	0.217	0.458	0	14.60	2158	6.88	0.504				I2;I2 windows;I3;I8
S5 2:1/1:1/1:2 i9-7-6 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-7-6|2:1/1:1/1:2}	5	5	1	1	1		0.934	0.183	0.271	0.480	0	17.18	2231	5.63	0.508				I2;I2 windows;I3;I8
S5 2:1/1:1/1:2 i9-7-6 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-7-6|2:1/1:1/1:2}	5	5	0	1	1		0.971	0.190	0.299	0.483	0	17.06	2229	4.13	0.517				I2;I2 windows;I3
S5 2:1/1:1/1:2 i8-8-7 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.825	0.235	0.227	0.363	0	15.56	2153	8.13	0.472				I3
S5 2:1/1:1/1:2 i8-8-7 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	1		0.900	0.243	0.246	0.411	0	15.79	2162	7.13	0.516				I2;I3
S5 2:1/1:1/1:2 i8-7-7 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-7|2:1/1:1/1:2}	5	4	0	1	1		1.027	0.235	0.307	0.485	0	17.67	2219	4.75	0.478				I2;I2 windows;I3
S5 2:1/1:1/1:2 i8-7-7 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-7|2:1/1:1/1:2}	5	4	0	1	1		1.039	0.243	0.323	0.474	0	17.82	2185	5.00	0.516				I2;I2 windows;I3
S5 1:1/1:2/1:3 i9-8-6 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-6|1:1/1:2/1:3}	5	7	2	3	3		0.839	0.183	0.243	0.413	0	16.42	2179	8.50	0.633				I3;I8;I10
S5 1:1/1:2/1:3 i9-8-6 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-6|1:1/1:2/1:3}	5	8	0	2	3		0.872	0.193	0.258	0.421	0	16.37	2152	7.75	0.638				I2;I3;I10
S5 1:1/1:2/1:3 i9-7-6 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-7-6|1:1/1:2/1:3}	5	6	1	1	1		0.939	0.183	0.313	0.442	0	18.04	2200	6.50	0.624				I2;I3;I8
S5 1:1/1:2/1:3 i9-7-6 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-7-6|1:1/1:2/1:3}	5	4	1	1	1		1.026	0.193	0.346	0.487	0	18.14	2224	4.75	0.640				I2;I2 windows;I3;I8
S5 1:1/1:2/1:3 i8-8-7 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|1:1/1:2/1:3}	5	7	1	1	1		0.825	0.235	0.217	0.373	0	17.15	2170	9.00	0.611				I3;I8
S5 1:1/1:2/1:3 i8-8-7 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|1:1/1:2/1:3}	5	5	0	1	1		0.897	0.248	0.238	0.412	0	17.44	2189	6.75	0.632				I2;I3
S5 1:1/1:2/1:3 i8-7-7 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-7|1:1/1:2/1:3}	5	5	0	1	1		0.963	0.235	0.304	0.424	0	18.73	2174	4.75	0.599				I2;I3
S5 1:1/1:2/1:3 i8-7-7 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-7|1:1/1:2/1:3}	5	4	0	1	1		1.009	0.248	0.326	0.434	0	19.10	2176	4.38	0.626				I2;I3
S5 3:1/2:1/3:2 i9-8-6 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-6|3:1/2:1/3:2}	5	6	1	2	3		0.908	0.189	0.200	0.519	0	13.64	2197	6.25	0.310				I2;I2 windows;I3;I8;I10
S5 3:1/2:1/3:2 i9-8-6 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-6|3:1/2:1/3:2}	5	5	1	1	2		0.924	0.194	0.210	0.520	0	13.68	2185	6.13	0.320				I2;I2 windows;I3;I8
S5 3:1/2:1/3:2 i9-7-6 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-7-6|3:1/2:1/3:2}	5	4	1	1	1		0.982	0.189	0.292	0.500	0	15.87	2185	5.38	0.352				I2;I2 windows;I3;I8
S5 3:1/2:1/3:2 i9-7-6 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-7-6|3:1/2:1/3:2}	5	4	2	1	1		1.019	0.194	0.289	0.536	0	16.02	2205	4.13	0.375				I2;I2 windows;I3;I8
S5 3:1/2:1/3:2 i8-8-7 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|3:1/2:1/3:2}	5	7	1	1	1		0.827	0.236	0.199	0.392	0	13.96	2140	7.75	0.309				I3;I8
S5 3:1/2:1/3:2 i8-8-7 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|3:1/2:1/3:2}	5	5	0	1	1		0.913	0.241	0.204	0.468	0	14.29	2174	6.88	0.323				I2;I2 windows;I3
S5 3:1/2:1/3:2 i8-7-7 sd0.042	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-7|3:1/2:1/3:2}	5	4	0	0	1		1.007	0.236	0.307	0.465	0	16.23	2173	4.13	0.302				I2;I2 windows
S5 3:1/2:1/3:2 i8-7-7 sd0.046	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.046 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-7-7|3:1/2:1/3:2}	5	4	0	0	0		1.018	0.241	0.316	0.461	0	16.16	2163	4.00	0.345				I2;I2 windows
S5 sd0.042 ehp34.0 md0.045 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.825	0.235	0.227	0.363	0	15.56	2153	8.13	0.472				I3
S5 sd0.042 ehp34.0 md0.045 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	2		0.875	0.243	0.241	0.391	0	16.37	2175	8.00	0.497				I2
S5 sd0.042 ehp34.0 md0.05 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.05 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	4	1	1	1		0.958	0.251	0.241	0.465	0	15.74	2187	5.38	0.430				I2;I2 windows;I3;I8
S5 sd0.042 ehp34.0 md0.05 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.05 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	0		0.924	0.260	0.250	0.413	0	16.60	2193	6.75	0.467				I2
S5 sd0.042 ehp36.0 md0.045 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.855	0.235	0.227	0.393	0	15.76	2173	7.50	0.479				I2;I3
S5 sd0.042 ehp36.0 md0.045 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	2		0.898	0.243	0.241	0.414	0	16.53	2192	7.13	0.500				I2
S5 sd0.042 ehp36.0 md0.05 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.05 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	4	0	1	1		0.975	0.251	0.241	0.482	0	15.86	2198	4.63	0.434				I2;I2 windows;I3
S5 sd0.042 ehp36.0 md0.05 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.05 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	0		0.956	0.260	0.250	0.445	0	16.80	2214	6.25	0.469				I2
S5 sd0.042 ehp38.0 md0.045 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	1		0.880	0.235	0.227	0.418	0	15.94	2193	7.13	0.483				I2;I3
S5 sd0.042 ehp38.0 md0.045 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	1		0.928	0.243	0.241	0.444	0	16.70	2212	6.50	0.501				I2
S5 sd0.042 ehp38.0 md0.05 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.05 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	4	0	0	1		0.989	0.251	0.241	0.496	0	15.96	2210	3.75	0.436				I2;I2 windows
